Date and Time (UTC),Receiver,Transmitter,Transmitter Name,Transmitter Serial,Sensor Value,Sensor Unit,Station Name,Latitude,Longitude
2015-06-15 21:09:02,VR2W-127262,A69-1601-58082
2015-06-15 21:21:41,VR2W-127262,A69-1601-58082
2015-06-15 21:40:48,VR2W-127262,A69-1601-58082
2015-06-15 22:48:54,VR2W-127262,A69-1601-58082
2015-06-16 00:03:33,VR2W-127262,A69-1601-58082
2015-07-15 08:36:02,VR2W-127262,A69-1601-34786
2015-07-16 11:02:54,VR2W-127262,A69-1601-34791
2015-08-06 18:58:29,VR2W-127262,A69-1601-34791
2015-08-06 19:02:23,VR2W-127262,A69-1601-34791
2015-08-06 19:03:04,VR2W-127262,A69-1601-34791
2015-08-06 19:04:00,VR2W-127262,A69-1601-34791
2015-08-06 19:04:50,VR2W-127262,A69-1601-34791
2015-08-06 19:05:24,VR2W-127262,A69-1601-34791
2015-08-06 19:06:09,VR2W-127262,A69-1601-34791
2015-08-06 19:06:35,VR2W-127262,A69-1601-34791
2015-08-06 19:07:02,VR2W-127262,A69-1601-34791
2015-08-06 19:07:32,VR2W-127262,A69-1601-34791
2015-08-06 19:08:08,VR2W-127262,A69-1601-34791
2015-08-06 19:08:57,VR2W-127262,A69-1601-34791
2015-08-06 19:09:30,VR2W-127262,A69-1601-34791
2015-08-06 19:10:12,VR2W-127262,A69-1601-34791
2015-08-06 19:11:11,VR2W-127262,A69-1601-34791
2015-08-06 19:12:06,VR2W-127262,A69-1601-34791
2015-08-06 19:12:51,VR2W-127262,A69-1601-34791
2015-08-06 19:13:17,VR2W-127262,A69-1601-34791
2015-08-06 19:15:57,VR2W-127262,A69-1601-34791
2015-08-08 00:05:47,VR2W-127262,A69-1601-34781
2015-08-08 00:06:47,VR2W-127262,A69-1601-34781
2015-08-08 00:17:25,VR2W-127262,A69-1601-34781
2015-08-08 00:36:47,VR2W-127262,A69-1601-34781
2015-08-08 00:44:16,VR2W-127262,A69-1601-34781
2015-08-08 00:48:00,VR2W-127262,A69-1601-34781
2015-08-08 01:03:41,VR2W-127262,A69-1601-34781
2015-08-08 01:04:36,VR2W-127262,A69-1601-34781
2015-08-08 01:08:30,VR2W-127262,A69-1601-34781
2015-08-08 01:09:29,VR2W-127262,A69-1601-34781
2015-08-08 01:11:51,VR2W-127262,A69-1601-34781
2015-08-08 01:13:48,VR2W-127262,A69-1601-34781
2015-08-08 01:19:29,VR2W-127262,A69-1601-34781
2015-08-08 01:30:56,VR2W-127262,A69-1601-34781
2015-08-08 01:32:45,VR2W-127262,A69-1601-34781
2015-08-08 01:34:03,VR2W-127262,A69-1601-34781
2015-08-08 01:40:30,VR2W-127262,A69-1601-34781
2015-08-08 01:41:29,VR2W-127262,A69-1601-34781
2015-08-08 01:42:23,VR2W-127262,A69-1601-34781
2015-08-08 01:49:47,VR2W-127262,A69-1601-34781
2015-08-08 01:53:20,VR2W-127262,A69-1601-34781
2015-08-08 01:54:41,VR2W-127262,A69-1601-34781
2015-08-08 02:07:33,VR2W-127262,A69-1601-34781
2015-08-08 02:13:35,VR2W-127262,A69-1601-34781
2015-08-08 02:16:58,VR2W-127262,A69-1601-34781
2015-08-08 02:28:08,VR2W-127262,A69-1601-34781
2015-08-08 02:47:12,VR2W-127262,A69-1601-34781
2015-08-08 02:48:22,VR2W-127262,A69-1601-34781
2015-08-08 02:54:03,VR2W-127262,A69-1601-34781
2015-08-08 02:58:08,VR2W-127262,A69-1601-34781
2015-08-08 03:00:20,VR2W-127262,A69-1601-34781
2015-08-08 03:00:52,VR2W-127262,A69-1601-34781
2015-08-08 03:01:31,VR2W-127262,A69-1601-34781
2015-08-08 03:02:28,VR2W-127262,A69-1601-34781
2015-08-08 03:03:17,VR2W-127262,A69-1601-34781
2015-08-08 03:03:53,VR2W-127262,A69-1601-34781
2015-08-08 03:04:41,VR2W-127262,A69-1601-34781
2015-08-08 03:05:13,VR2W-127262,A69-1601-34781
2015-08-08 03:05:55,VR2W-127262,A69-1601-34781
2015-08-08 03:06:54,VR2W-127262,A69-1601-34781
2015-08-08 03:07:50,VR2W-127262,A69-1601-34781
2015-08-08 03:09:13,VR2W-127262,A69-1601-34781
2015-08-08 03:09:57,VR2W-127262,A69-1601-34781
2015-08-08 03:10:23,VR2W-127262,A69-1601-34781
2015-08-08 03:10:51,VR2W-127262,A69-1601-34781
2015-08-08 03:12:08,VR2W-127262,A69-1601-34781
2015-08-08 03:14:12,VR2W-127262,A69-1601-34781
2015-08-08 03:15:12,VR2W-127262,A69-1601-34781
2015-08-08 03:17:01,VR2W-127262,A69-1601-34781
2015-08-08 03:17:41,VR2W-127262,A69-1601-34781
2015-08-08 03:18:37,VR2W-127262,A69-1601-34781
2015-08-08 03:19:26,VR2W-127262,A69-1601-34781
2015-08-08 03:20:44,VR2W-127262,A69-1601-34781
2015-08-08 03:21:09,VR2W-127262,A69-1601-34781
2015-08-08 03:21:36,VR2W-127262,A69-1601-34781
2015-08-08 03:22:07,VR2W-127262,A69-1601-34781
2015-08-08 03:22:45,VR2W-127262,A69-1601-34781
2015-08-08 03:23:38,VR2W-127262,A69-1601-34781
2015-08-08 03:25:23,VR2W-127262,A69-1601-34781
2015-08-08 03:26:24,VR2W-127262,A69-1601-34781
2015-08-08 03:27:22,VR2W-127262,A69-1601-34781
2015-08-08 03:28:16,VR2W-127262,A69-1601-34781
2015-08-08 03:29:00,VR2W-127262,A69-1601-34781
2015-08-08 03:29:25,VR2W-127262,A69-1601-34781
2015-08-08 03:30:22,VR2W-127262,A69-1601-34781
2015-08-08 03:30:59,VR2W-127262,A69-1601-34781
2015-08-08 03:31:49,VR2W-127262,A69-1601-34781
2015-08-08 03:32:26,VR2W-127262,A69-1601-34781
2015-08-08 03:33:16,VR2W-127262,A69-1601-34781
2015-08-08 03:33:53,VR2W-127262,A69-1601-34781
2015-08-08 03:34:45,VR2W-127262,A69-1601-34781
2015-08-08 03:35:24,VR2W-127262,A69-1601-34781
2015-08-08 03:36:18,VR2W-127262,A69-1601-34781
2015-08-08 03:37:05,VR2W-127262,A69-1601-34781
2015-08-08 03:37:34,VR2W-127262,A69-1601-34781
2015-08-08 03:40:09,VR2W-127262,A69-1601-34781
2015-08-08 03:41:07,VR2W-127262,A69-1601-34781
2015-08-08 03:41:58,VR2W-127262,A69-1601-34781
2015-08-08 03:42:37,VR2W-127262,A69-1601-34781
2015-08-08 03:43:32,VR2W-127262,A69-1601-34781
2015-08-08 03:44:18,VR2W-127262,A69-1601-34781
2015-08-08 03:44:47,VR2W-127262,A69-1601-34781
2015-08-08 03:45:21,VR2W-127262,A69-1601-34781
2015-08-08 03:46:34,VR2W-127262,A69-1601-34781
2015-08-08 03:47:06,VR2W-127262,A69-1601-34781
2015-08-08 03:47:45,VR2W-127262,A69-1601-34781
2015-08-08 03:48:41,VR2W-127262,A69-1601-34781
2015-08-08 03:50:03,VR2W-127262,A69-1601-34781
2015-08-08 03:50:46,VR2W-127262,A69-1601-34781
2015-08-08 03:51:59,VR2W-127262,A69-1601-34781
2015-08-08 03:52:24,VR2W-127262,A69-1601-34781
2015-08-08 03:52:52,VR2W-127262,A69-1601-34781
2015-08-08 03:54:07,VR2W-127262,A69-1601-34781
2015-08-08 03:55:08,VR2W-127262,A69-1601-34781
2015-08-08 03:56:07,VR2W-127262,A69-1601-34781
2015-08-08 03:57:01,VR2W-127262,A69-1601-34781
2015-08-08 03:57:45,VR2W-127262,A69-1601-34781
2015-08-08 03:58:09,VR2W-127262,A69-1601-34781
2015-08-08 03:58:35,VR2W-127262,A69-1601-34781
2015-08-08 03:59:04,VR2W-127262,A69-1601-34781
2015-08-08 04:00:52,VR2W-127262,A69-1601-34781
2015-08-08 04:01:25,VR2W-127262,A69-1601-34781
2015-08-08 04:02:06,VR2W-127262,A69-1601-34781
2015-08-08 04:03:06,VR2W-127262,A69-1601-34781
2015-08-08 04:05:21,VR2W-127262,A69-1601-34781
2015-08-08 04:06:03,VR2W-127262,A69-1601-34781
2015-08-08 04:07:02,VR2W-127262,A69-1601-34781
2015-08-08 04:07:57,VR2W-127262,A69-1601-34781
2015-08-08 04:08:44,VR2W-127262,A69-1601-34781
2015-08-08 04:09:14,VR2W-127262,A69-1601-34781
2015-08-08 04:09:51,VR2W-127262,A69-1601-34781
2015-08-08 04:10:43,VR2W-127262,A69-1601-34781
2015-08-08 04:11:22,VR2W-127262,A69-1601-34781
2015-08-08 04:12:18,VR2W-127262,A69-1601-34781
2015-08-08 04:13:05,VR2W-127262,A69-1601-34781
2015-08-08 04:13:37,VR2W-127262,A69-1601-34781
2015-08-08 04:14:18,VR2W-127262,A69-1601-34781
2015-08-08 04:16:50,VR2W-127262,A69-1601-34781
2015-08-08 04:17:51,VR2W-127262,A69-1601-34781
2015-08-08 04:18:49,VR2W-127262,A69-1601-34781
2015-08-08 04:22:18,VR2W-127262,A69-1601-34781
2015-08-08 04:23:06,VR2W-127262,A69-1601-34781
2015-08-08 04:24:21,VR2W-127262,A69-1601-34781
2015-08-08 04:26:24,VR2W-127262,A69-1601-34781
